DELIVERED,100,187,Sin salsas,Boigie,Fletch,5,6
SENT,1966,777,Paga de Contado,Osbert,Bentley,9,9
SENT,77,506,Ninguna,Grata,Phedra,6,9
DELIVERED,1990,986,Ninguna,Arlyn,Audi,9,4
IN_PROCCESS,57,848,Ninguna,Jaguar,Randa,8,5
IN_PROCCESS,32,201,Sin salsas,Gael,Quinton,5,10
IN_PROCCESS,89,746,Sin salsas,Eberhard,Una,10,4
DELIVERED,53,106,Paga de Contado,Pontiac,Dodge,7,9
SENT,23,527,Sin salsas,Amaleta,Kimble,10,10
IN_PROCCESS,1998,215,Sin salsas,Flory,Thomas,6,8
DELIVERED,11,873,Ninguna,Tomlin,Any,4,4
IN_PROCCESS,68,465,Sin salsas,Matthieu,Nissan,8,9
SENT,81,645,Paga de Contado,Lesley,Lonnard,7,9
DELIVERED,1989,420,Paga de Contado,Jeep,Gustaf,8,6
DELIVERED,67,753,Sin salsas,Estrellita,Any,10,10
DELIVERED,84,985,Sin salsas,Seline,Mazda,7,4
DELIVERED,78,796,Paga de Contado,Lenette,Sancho,9,10
SENT,1986,617,Sin salsas,Gunar,Simone,7,6
DELIVERED,16,440,Sin salsas,Hazlett,Donny,7,7
IN_PROCCESS,24,956,Ninguna,Nissan,Bentley,5,9
DELIVERED,1969,968,Ninguna,Jerri,Taylor,9,7
IN_PROCCESS,10,512,Sin salsas,Norina,Ellis,7,5
SENT,1991,861,Ninguna,Herve,Wilmette,5,10
DELIVERED,1989,290,Ninguna,Peder,Georgeanne,5,9
SENT,2001,979,Paga de Contado,Abey,Tomkin,8,5
DELIVERED,2012,615,Paga de Contado,Arroz Valluno,Bertina,9,5
IN_PROCCESS,2010,296,Sin salsas,Arlyn,Colet,8,5
IN_PROCCESS,1965,274,Sin salsas,Kerrill,Mord,6,9
SENT,77,667,Ninguna,Toyota,Ambrosi,10,5
IN_PROCCESS,1998,954,Sin salsas,Phylis,Denice,8,9
IN_PROCCESS,1979,199,Sin salsas,Garrett,Trev,4,5
SENT,2000,536,Ninguna,Maxie,Saturn,5,5
DELIVERED,1994,987,Ninguna,Theo,Leticia,6,6
DELIVERED,99,697,Paga de Contado,Mercury,Marshal,10,6
SENT,41,847,Paga de Contado,Buick,Sancho,8,6
SENT,6,824,Sin salsas,Mitsubishi,Dilly,9,8
IN_PROCCESS,80,728,Sin salsas,Olia,Padraic,10,10
SENT,2012,109,Sin salsas,Terrell,Aston Martin,4,4
DELIVERED,74,553,Ninguna,Wallache,Dore,9,4
IN_PROCCESS,27,796,Sin salsas,Lev,Audi,6,5
DELIVERED,88,318,Ninguna,Lotus,Haroun,5,7
SENT,14,882,Paga de Contado,Fletch,Yasmin,5,5
IN_PROCCESS,1991,940,Sin salsas,Aluino,Geo,5,5
SENT,56,779,Ninguna,Una,Studebaker,8,8
SENT,36,523,Sin salsas,Buick,Mercedes-Benz,7,7
DELIVERED,78,977,Sin salsas,Trude,Charlton,10,10
SENT,78,818,Sin salsas,Carlin,Raquel,4,7
SENT,1975,729,Sin salsas,Nissan,Kim,6,9
DELIVERED,58,486,Ninguna,Ram,Hyundai,5,8
SENT,36,437,Ninguna,Mazda,Honda,9,6
SENT,95,921,Ninguna,Raphaela,Sonja,4,6
SENT,56,110,Paga de Contado,Skyler,Reba,6,7
IN_PROCCESS,76,428,Paga de Contado,MINI,Marisa,8,9
IN_PROCCESS,7,190,Paga de Contado,Eagle,Amaleta,9,4
DELIVERED,70,281,Paga de Contado,Vivie,Parrnell,8,5
SENT,1970,391,Paga de Contado,Isador,Etan,7,6
IN_PROCCESS,14,158,Sin salsas,Helga,Paolo,7,10
DELIVERED,34,473,Paga de Contado,Chrysler,Plymouth,6,7
IN_PROCCESS,1983,845,Paga de Contado,Oldsmobile,Glynn,8,6
IN_PROCCESS,80,723,Sin salsas,Maurice,Honda,5,6
DELIVERED,20,304,Sin salsas,Skelly,Fidelity,8,7
SENT,63,990,Ninguna,Hazlett,Fina,6,10
SENT,14,256,Sin salsas,Trude,Lindon,5,4
DELIVERED,36,2010,Ninguna,Junina,Hyundai,5,9
SENT,83,858,Paga de Contado,Mitsubishi,Nora,8,5
SENT,88,140,Paga de Contado,Weylin,Phylis,9,8
SENT,36,620,Sin salsas,Volvo,Bentley,4,10
SENT,58,819,Ninguna,Chop Suey,Colet,10,8
DELIVERED,66,305,Sin salsas,Donica,Mab,7,4
DELIVERED,81,141,Sin salsas,Josh,Anjanette,8,4
DELIVERED,77,688,Paga de Contado,Kakalina,Charity,6,5
SENT,60,601,Paga de Contado,Donna,Lindy,10,6
SENT,40,682,Ninguna,Charlie,Eagle,4,6
IN_PROCCESS,2,300,Ninguna,Peder,Infiniti,7,8
IN_PROCCESS,42,570,Ninguna,Archibaldo,Land Rover,7,5
SENT,1988,316,Sin salsas,Nanete,Osbert,10,4
SENT,98,948,Ninguna,Terrell,Sonja,8,7
SENT,1997,433,Sin salsas,Adel,Vanda,9,5
SENT,58,457,Sin salsas,Jermaine,Lindon,5,7
IN_PROCCESS,36,413,Paga de Contado,Gerrie,Editha,7,9
IN_PROCCESS,26,744,Sin salsas,Nissan,Sonja,8,10
IN_PROCCESS,1979,991,Paga de Contado,Haze,Les,7,6
SENT,21,612,Ninguna,Eagle,Ara,4,4
SENT,1975,449,Paga de Contado,Hanson,Phedra,8,5
IN_PROCCESS,1961,318,Sin salsas,Cristobal,Marmaduke,9,8
SENT,25,949,Ninguna,Studebaker,Maryrose,10,9
SENT,99,482,Ninguna,Lamborghini,Elle,10,6
DELIVERED,15,411,Paga de Contado,Wilmette,Isuzu,7,5
SENT,1991,595,Sin salsas,Maurice,Raddy,4,5
DELIVERED,51,654,Sin salsas,Antoine,Leonidas,10,9
IN_PROCCESS,1985,276,Ninguna,Dore,Subaru,7,9
DELIVERED,50,644,Sin salsas,Buick,Mab,5,6
IN_PROCCESS,2013,408,Ninguna,Dido,Jeep,4,4
IN_PROCCESS,65,484,Paga de Contado,Tomlin,Ortensia,6,7
DELIVERED,48,727,Paga de Contado,Desayuno,Rubie,6,7
SENT,1996,717,Paga de Contado,Lorne,Ferrari,7,4
IN_PROCCESS,76,671,Sin salsas,Evangelia,Volkswagen,7,4
DELIVERED,89,460,Ninguna,Helga,Hester,5,4
DELIVERED,2009,682,Paga de Contado,Odey,Randa,10,8
SENT,80,927,Sin salsas,Chop Suey,Reena,5,7
SENT,59,415,Paga de Contado,BMW,Land Rover,9,10
IN_PROCCESS,2002,627,Ninguna,Kirstyn,Austin,5,9
SENT,1977,853,Paga de Contado,Chrysler,Regen,4,6
SENT,36,346,Ninguna,Acura,MINI,7,6
DELIVERED,1970,335,Paga de Contado,Dodge,Janeva,5,4
DELIVERED,1963,346,Paga de Contado,Daewoo,Elle,5,6
IN_PROCCESS,24,436,Sin salsas,Mercury,Rolls-Royce,8,9
DELIVERED,1981,512,Sin salsas,Kerrill,Reid,8,10
IN_PROCCESS,1991,663,Paga de Contado,Garrett,Mitsubishi,10,9
IN_PROCCESS,98,249,Ninguna,Saturn,Hazlett,9,5
SENT,77,182,Sin salsas,Charlton,Saab,9,5
DELIVERED,2000,316,Sin salsas,Northrop,Helsa,7,5
SENT,29,526,Sin salsas,Ava,Geo,10,5
IN_PROCCESS,44,614,Paga de Contado,Paige,Suzuki,10,4
SENT,1989,579,Sin salsas,Karina,Refrigerio,5,6
DELIVERED,92,132,Paga de Contado,Gunar,Alisun,7,8
SENT,29,456,Paga de Contado,Hummer,Hamel,4,10
IN_PROCCESS,91,800,Sin salsas,Aston Martin,Caro,4,6
DELIVERED,75,913,Sin salsas,Mortie,Maryrose,7,8
SENT,1972,894,Paga de Contado,GMC,Jaguar,6,10
SENT,44,816,Sin salsas,Donna,Cleve,7,10
IN_PROCCESS,1995,651,Sin salsas,Holden,Lexus,5,5
SENT,49,940,Sin salsas,Mab,Acura,8,9
SENT,48,494,Paga de Contado,Phedra,Marcile,10,5
DELIVERED,19,392,Ninguna,Angelo,Janeva,5,6
IN_PROCCESS,43,165,Ninguna,Mitsubishi,Sayre,4,10
SENT,29,265,Ninguna,Jeep,Hallsy,9,9
SENT,55,532,Sin salsas,Saxe,Acura,5,8
DELIVERED,1997,175,Paga de Contado,Subaru,Codie,8,6
IN_PROCCESS,1983,165,Paga de Contado,Lincoln,Saab,5,7
SENT,2004,106,Ninguna,Plymouth,Derril,7,9
SENT,61,379,Ninguna,Volvo,Rosene,7,5
DELIVERED,12,600,Paga de Contado,Donna,Acura,6,8
IN_PROCCESS,64,849,Sin salsas,Nanete,Carlita,8,8
DELIVERED,1969,608,Sin salsas,Land Rover,Estrellita,4,5
SENT,12,686,Paga de Contado,Bordie,Jerri,5,4
DELIVERED,1992,850,Paga de Contado,Irving,Toyota,7,8
SENT,1979,641,Sin salsas,Charlie,Rosmunda,4,9
SENT,2013,376,Sin salsas,Maserati,Theressa,5,8
SENT,2002,431,Sin salsas,Ardene,Erminia,6,10
IN_PROCCESS,2001,565,Ninguna,Phedra,Braden,5,5
IN_PROCCESS,53,654,Paga de Contado,Volkswagen,Taryn,8,9
IN_PROCCESS,48,633,Ninguna,Hyundai,Jania,4,8
DELIVERED,55,118,Ninguna,Mia,Ara,10,6
IN_PROCCESS,69,903,Sin salsas,Tedd,Plymouth,10,4
SENT,17,553,Ninguna,Ferrari,Nora,5,10
IN_PROCCESS,77,338,Paga de Contado,Pauly,GMC,6,5
SENT,60,176,Ninguna,Mazda,Holden,10,7
SENT,47,367,Ninguna,Pontiac,Nick,4,7
SENT,1986,362,Sin salsas,Plymouth,Nata,9,9
DELIVERED,1963,702,Paga de Contado,Porsche,Murry,7,4
IN_PROCCESS,35,732,Ninguna,Judith,Bentley,4,10
DELIVERED,1988,252,Paga de Contado,Maurice,Devora,7,10
DELIVERED,19,430,Paga de Contado,Sayre,Ambrosi,6,10
SENT,45,661,Paga de Contado,Archibaldo,Denice,9,9
DELIVERED,2002,542,Paga de Contado,Honda,Buick,4,5
DELIVERED,69,441,Ninguna,Charity,Gunar,6,9
DELIVERED,42,718,Ninguna,Kia,Acura,7,7
DELIVERED,12,635,Sin salsas,Austin,Boigie,7,9
IN_PROCCESS,16,705,Paga de Contado,Harcourt,Lyndsey,9,5
SENT,25,198,Sin salsas,Harlen,Louise,4,9
DELIVERED,41,200,Paga de Contado,Hummer,Jasmin,7,5
DELIVERED,77,590,Paga de Contado,Chrysler,Pauly,4,4
DELIVERED,55,688,Paga de Contado,Ara,Cadillac,8,7
DELIVERED,1993,990,Sin salsas,Haze,Sancho,5,9
DELIVERED,64,630,Paga de Contado,Gael,Bentley,7,5
SENT,45,948,Ninguna,Bentley,Harald,10,6
IN_PROCCESS,2009,705,Paga de Contado,Weston,Lincoln,9,10
SENT,50,185,Ninguna,Daewoo,Patsy,9,8
IN_PROCCESS,19,810,Paga de Contado,Maserati,Sadie,4,4
DELIVERED,1985,109,Sin salsas,Talbert,Myrta,6,4
IN_PROCCESS,24,695,Ninguna,Chlo,Stesha,9,4
DELIVERED,90,228,Sin salsas,Hanson,Arabelle,6,5
SENT,86,587,Paga de Contado,Teador,Jasmin,5,4
SENT,47,169,Paga de Contado,Ashlee,Infiniti,5,6
IN_PROCCESS,86,791,Paga de Contado,Mercedes-Benz,Kia,9,10
SENT,61,2012,Paga de Contado,Dyanne,Buick,5,6
IN_PROCCESS,53,332,Ninguna,Land Rover,Sampson,9,4
DELIVERED,2010,409,Sin salsas,Powell,Jesselyn,5,9
IN_PROCCESS,56,948,Sin salsas,Junina,Bianka,10,4
IN_PROCCESS,89,265,Ninguna,Irving,Mariann,6,6
IN_PROCCESS,2009,439,Ninguna,Weston,Ardene,8,9
SENT,1987,684,Sin salsas,Ford,Ira,5,5
IN_PROCCESS,2007,200,Paga de Contado,Bernita,Clemmy,8,6
DELIVERED,57,897,Ninguna,Hildy,Martita,7,9
IN_PROCCESS,23,307,Ninguna,Gustaf,Jerri,7,5
IN_PROCCESS,1993,215,Ninguna,Eugenie,Corena,8,4
DELIVERED,62,980,Sin salsas,Ford,Hildy,10,5
SENT,30,266,Sin salsas,Skyler,Saab,6,8
IN_PROCCESS,96,106,Ninguna,Randa,Rickey,9,10
SENT,29,209,Sin salsas,Quinton,Anatol,6,6
IN_PROCCESS,85,581,Ninguna,Volkswagen,Sayre,6,9
IN_PROCCESS,2012,624,Sin salsas,Una,Lindon,8,8
DELIVERED,2010,459,Ninguna,Fletch,Murry,5,4
SENT,21,305,Ninguna,Fletch,Sayre,4,4
SENT,89,172,Sin salsas,Mendie,Farica,9,10
DELIVERED,52,723,Ninguna,Maybach,Bordie,5,9
DELIVERED,92,153,Sin salsas,Austin,GMC,6,4
DELIVERED,2001,738,Sin salsas,Randa,Lexus,10,5
DELIVERED,41,853,Sin salsas,Denice,Mitsubishi,7,5
DELIVERED,1984,294,Paga de Contado,Hubey,Ludovika,10,10
IN_PROCCESS,1989,852,Paga de Contado,Cordi,Dorice,7,7
IN_PROCCESS,2000,858,Ninguna,Porsche,Phylis,4,7
SENT,2007,496,Paga de Contado,Herve,Saturn,10,9
DELIVERED,88,697,Paga de Contado,Daewoo,Kakalina,6,10
DELIVERED,1969,355,Ninguna,Helga,Kiley,8,7
IN_PROCCESS,2002,911,Paga de Contado,Annabelle,Buick,6,6
DELIVERED,6,194,Paga de Contado,Carlin,Peder,10,4
SENT,34,183,Sin salsas,Any,Amandie,6,8
IN_PROCCESS,1989,292,Ninguna,Nissan,Mercedes-Benz,5,9
SENT,1992,507,Paga de Contado,Plymouth,Marshal,10,6
IN_PROCCESS,52,171,Ninguna,Ford,Hanson,7,6
DELIVERED,6,490,Paga de Contado,Cristobal,Lindon,9,8
DELIVERED,51,741,Ninguna,Hester,Marmaduke,10,6
SENT,96,896,Sin salsas,Chas,Aston Martin,6,5
SENT,2006,877,Sin salsas,Matthaeus,Subaru,10,8
DELIVERED,1999,487,Ninguna,Janeva,Tymon,7,5
DELIVERED,1998,782,Sin salsas,Toyota,Willa,10,4
IN_PROCCESS,1997,293,Ninguna,Paige,Sampson,5,9
DELIVERED,40,214,Sin salsas,Raquel,Noak,7,4
SENT,1991,308,Paga de Contado,Rosmunda,Hummer,6,7
DELIVERED,76,859,Ninguna,Arroz Colombiano,Hummer,10,9
IN_PROCCESS,91,672,Ninguna,Eberhard,Tedd,8,5
IN_PROCCESS,1990,930,Paga de Contado,Glynn,Rhea,5,4
DELIVERED,87,797,Ninguna,Lenette,Maserati,6,8
IN_PROCCESS,1972,694,Ninguna,GMC,Conny,4,8
DELIVERED,95,629,Sin salsas,Isador,Tomlin,7,10
IN_PROCCESS,1990,475,Paga de Contado,Bernita,Saxe,10,7
DELIVERED,40,547,Sin salsas,Peder,Massimo,4,8
SENT,2007,705,Paga de Contado,Subaru,Jeep,9,4
IN_PROCCESS,1963,814,Paga de Contado,Gifford,Sampson,7,10
SENT,76,667,Ninguna,Vivie,Evonne,5,5
IN_PROCCESS,83,676,Ninguna,Saturn,Petr,7,8
IN_PROCCESS,34,401,Ninguna,Junia,Alphard,7,4
IN_PROCCESS,2001,238,Sin salsas,Gunar,Glynn,5,4
SENT,1981,149,Ninguna,Hamil,Hamel,9,6
DELIVERED,1963,124,Sin salsas,Courtenay,Dody,5,9
IN_PROCCESS,62,842,Ninguna,Patsy,Jaguar,5,6
SENT,51,554,Ninguna,Molli,Shanan,10,6
IN_PROCCESS,94,977,Paga de Contado,Saturn,Una,7,9
SENT,75,897,Paga de Contado,Lincoln,Oldsmobile,7,9
SENT,74,529,Sin salsas,Kassandra,Dodge,6,10
IN_PROCCESS,76,776,Paga de Contado,Dodge,Alisun,5,8
SENT,41,903,Paga de Contado,Denice,Aubrey,8,8
IN_PROCCESS,1997,692,Sin salsas,Daewoo,Edlin,9,10
IN_PROCCESS,85,678,Paga de Contado,Bentley,Chloe,9,9
IN_PROCCESS,13,479,Sin salsas,Haze,Dodge,8,10
DELIVERED,23,838,Sin salsas,Irving,Odey,10,8
IN_PROCCESS,39,285,Sin salsas,Welsh,Hedwiga,4,10
IN_PROCCESS,76,385,Ninguna,Jeep,Matthaeus,8,8
SENT,35,287,Sin salsas,Oldsmobile,Rurik,4,7
DELIVERED,100,241,Sin salsas,Candida,Parrnell,9,6
IN_PROCCESS,98,756,Paga de Contado,Evangelin,Chevrolet,6,8
SENT,79,869,Ninguna,Denice,Bordie,10,9
SENT,2002,748,Sin salsas,Jerald,Gregor,7,10
SENT,50,946,Sin salsas,Kakalina,Merkur,7,10
IN_PROCCESS,100,713,Ninguna,Mercury,Ortensia,6,7
DELIVERED,34,810,Ninguna,Skyler,Tedd,6,4
SENT,60,787,Paga de Contado,Hubey,Skelly,4,5
SENT,44,289,Ninguna,Mortie,Conny,4,9
IN_PROCCESS,39,967,Sin salsas,Ford,Hazlett,5,10
IN_PROCCESS,20,583,Ninguna,Sayre,Wallache,6,5
IN_PROCCESS,1984,772,Sin salsas,Lexus,Phil,10,9
IN_PROCCESS,90,792,Ninguna,Alidia,Jania,8,8
DELIVERED,1988,456,Paga de Contado,Ferrari,Yardley,6,6
SENT,95,414,Sin salsas,Chop Suey,Terrell,4,9
IN_PROCCESS,56,721,Sin salsas,Corbin,Maible,8,10
IN_PROCCESS,1991,886,Sin salsas,Wallache,Chrysler,10,9
SENT,12,417,Paga de Contado,Mazda,Mercury,6,4
IN_PROCCESS,1966,311,Ninguna,Paolo,Plymouth,4,6
IN_PROCCESS,1966,254,Ninguna,Matthaeus,Glynn,9,10
SENT,1969,710,Paga de Contado,Marshal,Nanice,9,5
SENT,45,855,Paga de Contado,Lesley,Plymouth,10,4
DELIVERED,12,614,Paga de Contado,Garrett,Tomas,7,7
IN_PROCCESS,65,789,Ninguna,Melisa,Phil,10,8
DELIVERED,81,645,Sin salsas,Lexus,Wallache,7,4
SENT,23,475,Sin salsas,Isador,Bentley,6,8
DELIVERED,2004,844,Paga de Contado,Aston Martin,Lenore,6,4
SENT,69,967,Ninguna,Elisabet,Zara,10,8
DELIVERED,88,808,Sin salsas,Chevrolet,Candida,10,10
DELIVERED,21,369,Ninguna,Maserati,Shanan,9,4
IN_PROCCESS,31,685,Paga de Contado,Nata,Mortie,10,7
SENT,1966,130,Sin salsas,Rogers,Cristobal,5,10
SENT,1967,700,Sin salsas,Lincoln,Skelly,7,8
SENT,79,743,Ninguna,Petra,Nissan,9,5
DELIVERED,68,527,Ninguna,Alexei,Audi,9,5
SENT,1983,266,Sin salsas,Courtenay,Randa,9,8
DELIVERED,98,330,Sin salsas,Evangelia,Anni,5,6
SENT,69,481,Ninguna,Aston Martin,Martita,10,6
DELIVERED,1987,654,Sin salsas,Tomas,Colet,8,6
IN_PROCCESS,81,848,Paga de Contado,Porsche,Robbin,7,10
SENT,43,837,Ninguna,Lexus,Herve,8,4
DELIVERED,1985,295,Sin salsas,Alfa Romeo,Gifford,7,5
SENT,1990,406,Ninguna,Devora,Marshal,8,8
DELIVERED,30,532,Paga de Contado,Geo,Tomkin,9,7
DELIVERED,11,539,Sin salsas,Hummer,Tybi,10,7
IN_PROCCESS,34,868,Sin salsas,Ortensia,Corbin,4,7
SENT,2002,122,Paga de Contado,Peder,Hazlett,10,7
IN_PROCCESS,33,108,Ninguna,Candida,Ferrari,9,8
SENT,73,584,Sin salsas,Phil,Chlo,6,4
IN_PROCCESS,78,635,Ninguna,Geo,Skyler,6,5
SENT,21,464,Ninguna,Kimble,Candida,10,4
SENT,91,480,Ninguna,Aluino,Tedd,4,5
SENT,89,302,Sin salsas,Randa,Pontiac,6,8
IN_PROCCESS,40,623,Sin salsas,Studebaker,Staffard,5,10
DELIVERED,95,488,Paga de Contado,Suzanne,Tomlin,4,6
DELIVERED,48,145,Paga de Contado,Porsche,Skipper,8,6
DELIVERED,56,929,Sin salsas,Saab,Ara,4,4
SENT,53,184,Paga de Contado,Aston Martin,Weston,8,6
DELIVERED,22,516,Paga de Contado,Leticia,Phedra,9,4
SENT,1991,323,Paga de Contado,Mommy,BMW,8,6
DELIVERED,20,132,Sin salsas,Jerald,Willa,8,5
SENT,2011,495,Paga de Contado,Volvo,Sinclare,9,9
DELIVERED,90,486,Ninguna,Alidia,Infiniti,7,8
SENT,20,816,Ninguna,Krista,Chrysler,5,8
DELIVERED,26,694,Paga de Contado,Una,Sabina,7,9
DELIVERED,17,575,Paga de Contado,Chevrolet,Nanete,5,9
IN_PROCCESS,1986,600,Ninguna,Gifford,Ford,8,7
IN_PROCCESS,11,420,Ninguna,Caryl,Orelee,4,10
SENT,85,333,Paga de Contado,Saw,Amandie,4,6
SENT,46,497,Ninguna,Jaguar,Pauly,8,9
IN_PROCCESS,98,520,Paga de Contado,Odey,Aston Martin,7,9
DELIVERED,15,531,Ninguna,Ulrike,GMC,7,4
DELIVERED,7,993,Ninguna,Gabe,Lincoln,10,7
IN_PROCCESS,54,628,Ninguna,Suzuki,Honda,8,4
DELIVERED,1963,825,Paga de Contado,Donna,Mitsubishi,10,6
SENT,2002,125,Ninguna,Plymouth,Evangelin,9,7
DELIVERED,59,496,Ninguna,Skelly,BMW,4,9
IN_PROCCESS,22,420,Paga de Contado,Conny,Infiniti,10,6
DELIVERED,68,767,Paga de Contado,Rosabelle,Vanda,4,7
DELIVERED,1995,261,Sin salsas,Raimondo,Anjanette,9,5
SENT,7,666,Ninguna,Plymouth,Antoine,7,5
DELIVERED,78,770,Sin salsas,Ford,Hubey,8,5
SENT,15,306,Ninguna,Leticia,Rodolphe,5,7
DELIVERED,1963,339,Sin salsas,Ortensia,Fina,5,10
IN_PROCCESS,1979,690,Paga de Contado,Phil,Dido,9,8
DELIVERED,32,902,Paga de Contado,Ira,Editha,10,7
SENT,44,171,Paga de Contado,GMC,Elisabet,5,7
IN_PROCCESS,41,787,Paga de Contado,Saturn,Suzuki,8,6
DELIVERED,2003,699,Sin salsas,Jaguar,Corena,4,6
IN_PROCCESS,24,959,Ninguna,Mab,Massimo,10,6
SENT,68,557,Sin salsas,Amandie,Rosabelle,5,5
IN_PROCCESS,35,181,Paga de Contado,Marisa,Suzuki,6,7
SENT,93,2010,Sin salsas,Hanson,Ulrike,5,6
IN_PROCCESS,1983,416,Paga de Contado,Kent,Marie-jeanne,4,4
DELIVERED,88,375,Sin salsas,Mitsubishi,Donna,5,9
DELIVERED,69,158,Ninguna,Quill,Regen,8,6
SENT,90,583,Ninguna,Ethelda,Studebaker,4,9
SENT,81,229,Sin salsas,Dorice,Hyundai,5,7
SENT,35,254,Ninguna,Caryl,Ava,5,6
SENT,1987,956,Paga de Contado,Bentley,Corbin,10,9
DELIVERED,1995,668,Sin salsas,Inness,Skyler,9,4
SENT,61,329,Paga de Contado,Appolonia,Kirstyn,5,10
SENT,2009,1000,Paga de Contado,Lotus,Mareah,5,10
SENT,48,314,Sin salsas,Lola,Ardene,7,10
IN_PROCCESS,4,611,Paga de Contado,Alfa Romeo,Harlen,6,9
SENT,70,293,Sin salsas,Lincoln,Caro,6,8
DELIVERED,82,399,Ninguna,Arabelle,Elisabet,9,6
SENT,58,742,Ninguna,Chrysler,Holden,9,10
DELIVERED,34,485,Paga de Contado,Robbin,Marisa,6,8
DELIVERED,70,784,Sin salsas,Saturn,Clemmie,5,5
IN_PROCCESS,36,435,Paga de Contado,Acura,Quill,6,5
DELIVERED,93,118,Ninguna,Candida,Una,6,4
IN_PROCCESS,86,757,Sin salsas,Jeep,Kingsley,6,6
IN_PROCCESS,35,534,Ninguna,Mitsubishi,Abey,8,6
DELIVERED,2001,368,Ninguna,Saturn,Lizzie,4,4
DELIVERED,90,710,Sin salsas,Shanan,Aston Martin,5,9
DELIVERED,3,199,Paga de Contado,Ashlee,Trevar,5,9
SENT,5,761,Paga de Contado,Quill,Nanice,4,7
IN_PROCCESS,2008,978,Ninguna,Trude,Carlita,5,5
IN_PROCCESS,64,271,Sin salsas,Nowell,Gustaf,10,8
SENT,1967,822,Sin salsas,Skelly,Tomlin,6,7
DELIVERED,1972,952,Sin salsas,Suzuki,Eberhard,10,8
DELIVERED,20,390,Ninguna,Fletch,Kingsley,10,9
SENT,47,123,Paga de Contado,Lindy,Cristobal,4,10
IN_PROCCESS,33,465,Paga de Contado,Raphaela,Matthieu,4,9
IN_PROCCESS,2006,189,Ninguna,Terrell,Tomas,9,8
IN_PROCCESS,31,103,Ninguna,Suzanne,Karry,6,7
